Index,Word,Meaning
811,stick,cubuk
812,stone,tas
*813,stretcher,sedye
*814,sight,gorus alanı
*815,glove,eldiven
816,pine,çam
*817,clench,"kavrama,yumma,sıkma,kenetlemek"
*818,clenched,percinli
*819,veil,"peçe,örtü"
*820,torn,yırtık
*821,demise,"vefat,sona ermek"
*822,charade,"maskaralık,zırva"
823,hangman,cellat
*824,gallows,"daragacı,idam sehpası"
825,flame,alev
826,prescription,reçete
*827,lucid,aklı basında
*828,ache,"acı,sızı"
*829,tangled,"karısık,karmakarısık"
*830,drastic,"şiddetli,sert"
*831,shawty,hoş kadın
*832,sip,yudum
833,flow,akış
834,dough,hamur
*835,crib,"beşik,bebek karyolası"
*836,jewel,mücevvher
*837,daffodil,nergis
*838,trapped,tuzaga dusmus
*839,haul,vurgun
*840,creep,"sürünmek,sokulmak,ucube,yaltakcı"
841,grip,"tutmak,kavramak"
*842,fade,rengi solmak
*843,dignity,"itibar,onur,seref"
*844,grace,"nezaket,zarafet,lütuf"
845,shook,"sarstı,sarsılmak"
*846,undermining,"altını oyma,baltalama"
847,homie,"kanka,hemseri,memleketli"
848,eerie,ürkütücü
*849,squawking,viyak viyak
850,fart,"osuruk,osurmak"
*851,hangover,"kalıntı,içki mahmurlugu,akşamdan kalma"
852,bat,"yarasa,sopa"
*853,blackout,"baygınlık,kendinden gecme"
854,refund,yeniden ödeme
*855,proof,kanıt
*856,cease,"son vermek,durmak,durdurmak"
*857,curve,"eğri,kıvrım"
858,distant,uzakta
*859,plead,"savunma yapmak,rica etmek"
*860,worship,"ibadet,tapmak"
861,satellite,uydu
*862,flood,"su baskını,tufan,sel"
863,tub,küvet
*864,opponent,"rakip,muhalif"
865,craft,"zanaat,el sanatı"
866,fascinating,"büyüleyici,etkileyici"
*867,perseverance,"azim,dirayetlilik"
*868,potion,iksir
869,prime number,asal sayı
870,belt,kemer
871,entire,"bütün,tüm,tam"
*872,repositories,"zengin kaynak,depo"
873,hosting,"ev sahipliği,konakcılık"
*874,proficient,"usta,uzman,becerikli,yeterli"
*875,implemented,"yerine getirilmiş,uygulanmıs"
876,Customization,"uyarlama,kişisellestirme"
877,Compound,
878,distribute,"dagıtmak,yaymak,paylastırmak"
*879,punk,"serseri,zibidi"
880,unheard,duyulmamıs
*881,chalk,tebesir
*882,gleam,parıltı
*883,arouse,"harekete gecmek,uyandırmak,tahrik etmek"
884,slave,köle
*885,aesthetic,estetik
*886,clown,"soytarı,palyaco,saklaban"
*887,amuse,"eğlendirmek,neselendirmek"
888,preacher,
889,telecaster,televizyon yayıncısı
*890,puppet,kukla
*891,indoctrinate,"aşılamak,beynini yıkamak"
*892,temptations,"seytana uymak,ayartıcı,bastan cıkartıcı"
893,smack,
894,counter,sayac
*895,glance,"bakıs,göz atmak,göz gezdirmek"
*896,glitter,"parıltı,parıldamak,ışıltı"
*897,stairway,merdiven
*898,misgiven,süpheli
899,tune,"melodi,ezgi"
*900,dawn,"safak,safak vakti"
901,howling,"inleme,uluyan"
*902,enhance,"arttırmak,geliştirmek,iyileştirmek"
903,ahead,"ilerisi,ilerde,önde"
*904,assumption,varsayım
*905,dice,zar
*906,nonetheless,"yine de,her seye ragmen,bununla birlikte"
*907,inevitably,kacınılmaz bir sekılde
*908,durable,dayanıklı
909,pathway,patika
*910,mutate,"mutasyona ugramak,degişmek"
*911,gutter,"oluk,su yolu,catı olugu"
*912,spot,"leke,benek,nokta"
913,shortcuts,kısayol
914,nuances,"nüans,ince fark,ayrıntı"
*915,intimidating,göz korkutucu
*916,emerge,ortaya cıkmak
917,commuting,işe gidip gelme
*918,allocated,"tahsis edilmiş,ayrılmıs"
*919,saturated,"doymus,doygun"
920,tub,küvet
*921,inertia,"uyusukluk,eylemsizlik"
*922,invariably,"hep,her zaman,aynı sekılde,devamlı"
*923,charm,"cazibe,albeni"
*924,preface,önsöz
*925,component,parca
*926,urge,"dürtü,istek"
927,stretch,"uzatmak,gerinmek,esneme"
928,ease,"kolaylık,rahatlık"
929,hammer,cekic
930,spanner,"somun anahtarı,ingiliz anahtarı"
*931,carpenter,marangoz
*932,accomplish,"basarıyla tamamlamak,bitirmek,yerine getirmek"
*933,clue,"ipucu,fikir"
*934,steep,"dik,sarp"
935,shallow,"sıg,yuzeysel,"
*936,purportedly,söylendiğine göre
*937,hone,bilemek
938,wisely,"akıllıca,bilgece"
*939,reap,"toplamak,hasat etmek,biçmek"
*940,controversial,"ihtilaflı,cekişmeli,tartısmalı"
*941,internal,"dahili,ic"
*942,Foosball,langırt
*943,apparent,"aşikar,ortada"
*944,unintuitive,sezgisel olmayan
*945,apprentice,cırak
946,memorisation,"ezberleme,anımsama"
947,chunk,"yıgın,kalın parca,önemli miktar"
948,tease,"kızdrımak,alay etmek"
*949,interplay,karsılıklı etkileşim
950,jersey,üniforma
951,rape,taciz
*952,prophet,peygamber
953,courage,cesaret
954,opposition,muhalefet
955,stretcher,sedye
956,toiling,ugrasıp didinme
*957,sketch,taslak
958,sufficient,yeterli
959,insufficient,yetersiz
*960,transaction,"işlem,ticari faaliyet"
*961,deduct,"düşmek,eksiltmek"
962,storehouse,"depo,ambar"
963,warehouse,"depo,ambar"
964,clarify,"acıklamak,aydınlıga kavusturmak"
*965,hesitation,"tereddut,duraksama"
*966,eternity,sonsuzluk
967,fetch,"alıp getirmek,gidip almak,almak,getirmek"
*968,hover over,kalmak
*969,monetary,parasal
970,beverage,içecek
*971,anguish,"ıstırap,acı"
*972,nook,kuytu
*973,procrastination,erteleme
*974,swing,"sallamak,salıncak"
*975,squeal,cıyaklama
*976,thud,gümbürtü
*977,boundaries,"sınırlar,bireyler arasındakı sınırlar,ülke sınırları"
*978,headquarter,"genel merkez,ana merkez"
979,insincerely,samimiyetsizce
*980,puke,kusmak
*981,stammer,kekelemek
982,identity,kimlik
*983,compromised,tehlikeli
984,admissions,
*985,madness,"çılgınlık,delilik"
*986,fate,kader
987,consequence,"netice,sonuc"
988,procedursal,
*989,component,"unsur,bileşen"
*990,lane,"şerit,dar sokak"
991,receptionist,resepsiyonist
*992,vein,damar
*993,premise,"öncül,önerme,ön kabul"
*994,daunting,"göz korkutucu,ürkütücü"
*995,resist,"direnmek,dayanmak"
*996,arduous,"mesaketli,cetin,zorlu"
*997,rip,"yırtık,koparmak"
999,trap,"kapan,tuzak"
1000,surrender,"teslim olmak,vazgecmek"
1,install,kurmak
2,controversy,"tartısma,anlasmazlık"
*3,rejoice,sevinmek
*4,commencment,"diploma töreni,baslangıc"
5,enterprise,"girişim,işletme,cesaret,şirket,kurulus"
*6,regarded,addedilen
*7,foreboding,"önsezi,içine dogma"
*8,assure,"güvence altına almak,garanti etmek"
*9,welfare,"refah,yardım,iyilik"
*10,undertaking,"taahhüt,söz"
*11,braces,"askı,diş teli"
*12,delight,"zevk,keyif"
13,region,bölge
*14,advance,"ilerlemek,terfi etmek"
*15,foretaste,"önceden tatma,önceden anlama"
*16,fervent,"hararetli,ateşli,gayretli"
17,vivid,"canlı,parlak"
*18,vain,"faydasız,nafile"
*19,persuade,ikna etmek
*20,desolation,"perişanlık,ıssızlık"
21,imagination,hayal gücü
*22,perpetual,sürekli
*23,splendour,ihtişam
*24,preceding,önceki
*25,banish,"sürgün etmek,kovmak"
*26,surpass,"aşmak,gecmek,geride bırakmak"
27,wonder,"merak etmek,mucize,harika"
*28,hitherto,"bugune kadar,şimdiye kadar"
29,habitable,yasanılabilir
30,phenomena,fenomenl
31,undoubtedly,"kessinlikle,hiç süphesiz"
*32,eternal,"ebedi,baki,ezeli"
*33,wondrous,harikulade
34,needle,iğne
*35,celestial,"gök,göksel,gökyüzü ile ilgili"
*36,voyage,"sefer,yolculuk,seyahet"
37,eccentricities,tuhaflık
*38,consistent,"istikrarlı,tutarlı,sürekli"
*39,satiate,"gına getirmek,tam doyum noktasına ulastırmak"
*40,ardent,"atesli,düşkün,gayretli"
41,curiosity,merak
*42,imprinted,damgalanmıs
*43,enticements,"cekicilik,cazibe"
*44,induce,"ikna etmek,neden olmak"
*45,commence,"baslatmak,dava acmak"
*46,laborious,zahmetli
*47,conquer,"fethetmek,yenmek"
*48,expedition,"sefer,keşif,keşif gezisi,"
*49,inestimable,paha bicilmez
*50,confer,"vermek,bahşetmek"
51,requisite,"şart,gerekli"
52,dispel,"dağıtmak,gidermek,yok etmek"
53,agitation,kışkırtma
54,enthusiasm,"heves,cosku,heyecan"
55,glow,parıltı
56,tranquilize,sakinleştirmek
57,prospect,"olasılık,ihtimal,umut"
58,seafaring,denizcilik
59,obtain,"edinmek,elde etmek"
60,resolved,kararlı
61,inherited,miras
62,hardship,"zorluk,sıkıntı"
63,famine,"kıtlık,açlık"
64,admiration,"hayranlık,takdir,begeni"
65,dignity,"itibar,haysiyet"
66,accomplish,"basarıyla tanımlamak,bitirmek,yerine getirmek"
67,affirmative,"olumlu cevap,olumlu"
68,ease,"kolaylık,rahatlık"
69,farewell,"veda,elveda"
70,affectionate,"sevecen,sevgi dolu"
71,fortitude,cesaret
72,sustain,"ayakta tutmak,sürdürmek"
73,excessive,"haddinden fazla,aşırı"
74,motionless,haraketsiz
75,abandon,"terk etmek,bırakmak"
76,accommodation,"konaklama,kalacak yer"
77,accompany,"eşlik etmek,refakat etmek"
78,accomplish,"basarıyla tamamlamak,bitirmek,yerine getirmek"
79,accountant,muhasebeci
80,accuse,"suclamak,itham etmek"
81,aircraft,"ucak,hava tasıtı"
82,alien,"uzaylı,yaratık"
83,destination,"varıs yeri,amac"
84,alter,"değiştirmek,değişmek"
85,attachment,"bağlılık,sevgi bağı,eklenti,ek"
86,assumption,"varsayım,üstlenme"
87,association,"birlik,birleşme,ortaklık"
88,assessment,değerlendirme
89,assess,değerlendirmek
90,ashamed,"mahcup,utanmıs"
91,arrow,ok
92,bacteria,bakteri
93,ballet,bale
94,bargain,pazarlık
95,basement,bodrum
96,brick,tugla
97,encompassed,"kuşatılmış,etrafı sarılmıs"
98,vessel,"gemi,tekne,damar"
99,occupied,"mesgul,dolu"
100,dauntless,gözüpek
101,courage,cesaret
102,possessed,"sahip olunan,cin carpmıs"
103,absence,yokluk
104,glowing,"parlak,övgü dolu"
105,enthusiasm,"heves,cosku"
106,participate,"katılmak,dahil olmak"
107,endeavour,çabalamak
108,dejection,"keyifsizlik,üzüntü"
109,bitterly,"acı acı,acı olarak"
110,courageous,"yürekli,cesur"
111,cultivated,kültürlü
112,capacious,"ferah,geniş"
113,amned,"düzeltmek,iyileştirmek"
114,ardent,"gayretliateşli,düşkün"
115,impatient,sabırsız
116,acquainted,"haberdar,tanışmıs,bilgi sahibi"
117,ceased,ortadan kalkmıs
118,necessity,"gereklilik,gereksinim"
119,illiterate,"okuma yazma bilmeyen,cahil"
120,complaint,şikayet
121,lieutenant,teğmen
122,retain,"sürdürmek,aklında tutmak,muhafaza etmek"
123,disposition,"eğilim,huy"
124,integrity,"bütünlük,dürüstlük,erdemlilik"
125,desirous,istekli
126,solitude,yalnızlık
127,intense,"yogun,aşırı"
128,distaste,"beğenmeme,hoslanmama"
129,brutality,şiddet
130,obedience,itaat
131,peculiarly,"alısılmısın dısında,acayip bir sekılde"
132,fortunate,"sanslı,kısmetli"
133,amassed,"biirkmiş,yığılmıs"
134,considerable,hatrı sayılır miktarda
135,consented,aksi kararlastırılmadıkca
136,mistress,metres
137,destined,kaderinde var olan
138,consent,"onay,rıza"
139,reassured,"güveni tazelenmiş,yeniden güvende hisseden"
140,suppliant,yalvaran kimse
141,pursuit,"kovalama,takip"
142,bestowed,"bağıslayan,bağıslanmıs"
143,rival,"rakip,hasım"
144,inexorable,"önlenemez,merhametsiz,acımasız"
145,fellow,herif
146,exclaim,"haykırmak,bağırmak"
147,wholly,"tamamen,tümüyle"
148,astonishing,"şaşırtıcı,hayret verici"
148,detract,"değerini düşürmek,alçaltmak"
149,conceive,"aklı almak,anlamak,kavramak"
150,consolation,teselli
151,resolution,"kararlılık,azim"
152,fate,kader
153,permit,"izin,izin vermek,müsaade etmek"
154,dreadfully,"korkunc bir sekılde,dehsetle,cok cok"
155,rashly,"hesapsızca,acele ile,paldır küldür,düşünmeden"
156,prudence,"ihtiyatlılık,sağduyu"
157,considerateness,saygılılık
158,pleasurable,"zevkli,zevk veren,hoş"
159,worn,yıpranmıs
160,woeful,"üzücü,kederli"
161,disclose,"ifşa etmek,acıga cıkarmak"
162,tenderly,kibarca
163,haste,acele
164,merchantman,"ticaret gemisi,yük gemisi"
165,homeward,eve dogru olan
166,sheet,"kağıt,yaprak,carsaf"
167,dismay,dehset
168,latiitude,enlem
169,stiff,"katı,sert,ceset"
170,gnash,gıcırdama
171,forbear,"sakınma,tahammül,sabretmek,direnmek"
172,possession,"mülk,varlık"
173,compassed,"yuvarlatılmış,yuvarlanmıs,kavisli"
174,mist,"sis,buğu,buhar"
175,beheld,
176,vast,"çok,muazzam,geniş,ucsuz bucaksız"
177,comrades,"halk mahkemeleri,yurttas mahkemeleri"
178,groan,"inlemek,inilti,gıcırdamak"
179,watchful,"dikkatli,tetikte"
180,diverted,
181,solicitude,"endişe,kuruntu"
182,perceived,"algılanan,fark edilen"
183,sledge,"kızak,balyoz"
184,drawn,"çekilmiş,bitkin"
185,stature,itibar
186,inequalities,eşitsizlikler
187,unqualified,"vasıfsız,niteliksiz"
188,apparition,"hayalet,tayf,görüntü"
189,denote,"anlamına gelmek,göstermek,ifade etmek"
190,freed,"serbest bıraklılmıs,salınmıs"
191,fragment,"bölüm,parca"
192,savage,"vahşi,barbar"
192,inhabitant,yerleşik halk
193,perish,"helak olmak,telef olmak"
194,whither,
195,bound,baglı
196,astonishment,"hayret,saskınlık"
197,brink,
198,destruction,"tahribat,yıkım"
199,thus,"böylelikle,böylece"
200,boundless,"sınırsız,sonsuz"
201,emaciated,"zayıflatılmıs,cok zayıflamıs"
202,fatigue,yorgunluk
203,wretched,"acınası,sefil"
204,chimney,"baca,yanardağ agzı"
205,stove,"soba,ocak"
206,manner,"bicim,tutum,davranıs"
207,deprived,"mahrum,yoksun,muhtaç"
208,madness,"çılgınlık,delilik"
209,trifling,önemsiz
210,countenance,"çehre,yüz"
211,beam,
212,benevolence,"hayırseverlik,yardımseverlik"
213,equalled,"denklestirilmiş,eşdegerde olmus"
214,woes,
215,oppresses,"zulmetmek,sıkıntı vermek"
216,idle,"avare,aylak,bos durmak,bos gezmek"
217,tormented,"işkence edilmiş,işkence görmüş"
218,curiosity,merak
219,restoration,"restorasyon,geri getirme,yeniden kurma"
220,evidently,"besbelli,açıkca"
221,lieutenant,"teğmen,vekil"
222,seek,"aramak,istemek,peşinde kosmak,cabalamak"
223,fled,
224,aroused,tahrik olmus(cinsel yönden)
225,multitude,kalabalık
226,demon,şeytan
227,considerate,"düşünceli,anlayıslı,saygılı"
228,inquiries,"sorusturma,arastırma"
229,impertinent,"küstah,terbiyesiz"
230,inquisitiveness,"meraklılık,cok soru sorma"
231,rescued,kurtarılmıs
232,perilous,"tehlikeli,vahim"
233,benevolently,yardımsever bir şekilde
234,restored,
235,eagerness,heves
236,rawness,
237,manners,"görgü,ahlak,terbiye"
238,conciliating,
239,constant,"sabit,değişmez,daimi,sürekli"
240,grief,"keder,üzüntü"
241,wreck,"enkaz,kaza"
242,amiable,"cana yakın,sevimli"
243,possessed,
244,incidents,vukuat
245,pity,"acıma,merhamet"
246,astonishing,"sasırtıcı,hayret edıcı"
247,poignant,"dokunaklı,üzücü"
248,eloquence,
249,preceded,
250,utterly,"tamamen,düpedüz"
251,occupied,"mesgul,dolu"
252,converse,"konusmak,sohbet etmek"
253,disguise,
254,attentively,"dikkatlice,dikkatle"
255,utterance,"söz,ifade,konusma"
256,ardour,
257,fervour,"şevk,heves"
258,furtherance,"ilerletme,ilerlemesini sağlama"
259,acquirement,
260,sought,
261,foes,
262,acquire,"elde etmek,edinmek"
263,gloom,kasvet
264,quivered,
265,intoxicating,sarhos edici
266,paroxysm,"ani kriz,ani nöbet"
267,overcame,
268,weakened,"zayıflatılmıs,zayıf düşmüş"
269,repose,"yaslanmak,dinlenme,istirahat"
270,tranquil,"sakin,huzurlu"
271,composure,"sakinlik,soğukkanlılık"
272,conquered,"fethedilen,fethedilmiş"
273,quelling,güç kullanarak engelleme
274,tyranny,"zorbalık,zulüm"
275,despair,"çaresizlik,umutsuzluk"
276,awakened,uyanmıs
277,intimate,"samimi,yakın"
278,conviction,
279,wiser,akıllı
280,perfectionate,mükemmelleştirmek
281,celestial,"gök,göksel,gökyüzü ile ilgili"
282,halo,
283,enthusiasm,"heves,coşku"
284,tutored,
285,refined,"kibar,zarif"
286,fastidious,titiz
287,extraordinary,"olağandısı,olağanüstü"
288,merits,
289,immeasurably,ölcülemez
290,intuitive,"sezgili,sezgisel"
291,discernment,
292,penetration,
292,unequalled,"eşsiz,benzersiz"
293,align,"hizalamak,uyum sağlamak"
294,alignment,"uyum,uyumlastırma,hiza"
295,launderette,çamaşırhane
296,implementation,uygulama
297,initialization,"başlatma,başlatmaya hazırlık"
298,milestone,"kilometre taşı,dönüm noktası"
299,prone,meyilli
300,configure,"ayarlamak,yapılandırmak"
301,corresponding,"uygun,karsılık gelen,tekabul eden"
302,slug,sümüklü böcek
303,disguised,"gizlenmiş,kılık değiştirilmiş"
304,disregard,"hiçe sayma,saygısızlık,dikkate almamak"
305,denote,"anlamına gelmek,göstermek"
306,instantiating,savunulan savı örnek vererek desteklemek
307,instantiate,savunulan savı örnek vererek desteklemek
308,inheritance,miras
309,identical,"aynı,eş,benzer"
310,mandatory,"zorunlu,mecburi"
311,assert,"ileri sürmek,iddia etmek,ortaya koymak"
312,significant,"dikkate değer,kayda değer"
313,philosophy,felsefe
314,sole,"yegane,tek"
315,disrupt,"aksatmak,bozmak"
316,gracefully,"incelikle,zarif bir sekilde"
317,integral,"ayrılmaz,bütün şey,tam şey"
318,homogeneous,homojen
319,pattern,"model,desen"
320,trail,"iz,patika,yol"
321,intricate,"karmasık,carpasık"
322,steer,"yönlendirmek,yol göstermek"
323,acquire,"elde etmek,edinmek,yakalamak,almak"
324,glance,"göz atmak,bakıs,bakmak"
325,convenient,"müsait,uygun,elverişli,rahat"
326,wheel,"çark,tekerlek,direksiyon,dümen"
327,sand,"kum,kumsal"
328,compatible,uyumlu
329,triangle,üçgen
330,pentagon,beşgen
331,hexagon,altıgen
332,heptagon,yedigen
333,octagon,sekizgen
334,nonagon,dokuzgen
335,decagon,ongen
336,equation,"denklem,denge"
337,sculpture,heykel
338,indication,"belirti,işaret,gösterge"
339,willingly,"kendi isteğiyle,seve seve"
340,courtesy,"kibarlık,nezaket"
341,funky,"korkak,ağır kokulu,hoş olmayan,kötü koku"
342,circle,"daire,halka,cember"
343,radius,yarıcap
344,contemporary,"çağdas,akran"
345,properties,özellikler
346,tweaking,"büküvermek,çimdiklemek,makas alma"
347,consistent,"istikrarlı,tutarlı,sürekli"
348,bind,"birleştirmek,bağlamak"
349,pop-up,birdenbire ortaya cıkmak
350,graph,"grafik,çizelge"
351,precise,"kesin,acık,dogru,tam"
352,prematurely,erken
353,creep,sürünmek
354,ide,tegrated development environment
355,presume,"farz etmek,tahmin etmek"
356,encompassing,kusatma
357,improvisation,doğaclama
358,canvas,tuval
359,therapeutic,iyileştirici
360,cheat,"hile,kopya cekmek,aldatmak"
361,stripe,çizgi
362,ensure,"sağlamak,emin olmak"
363,commit,"işlemek,yapmak"
364,consulting,"danısman,danısmanlık"
365,competencie,
366,specialization,"uzmanlasma,uzmanlık"
367,dedication,"adama,ithaf"
368,prior,"önceden,öncelikli"
369,establish,kurmak
370,imply,ima etmek
371,initial,
372,interpret,"yorumlamak,tercume etmek"
373,modify,"değişiklik yapmak,değiştirmek"
374,persist,"ısrar etmek,sürmek,sürdürmek"
375,evident,"belli,aşikar,açık"
376,considerable,hatrı sayılır miktar
377,justify,hak vermek
378,observe,"gözlemlemek,gözlem yapmak"
379,embark,"girişmek,atılmak"
380,debit card,banka kartı
381,installment,taksit
382,purchase,"satın alma,alım"
383,lightning,"yıldırım,şimsek"
384,tornado,"hortum,kasırga"
385,drought,"kuraklık,kıtlık"
386,flood,"sel,su baskını"
387,forecast,"tahmin,tahmin etmek"
388,rainbow,gökkuşağı
389,stack,"yığın,yığmak"
390,pile,"yığın,yığılmak"
391,auxiliary,"yardımcı,yedek"
392,hotly,"kıyasıya,canla basla"
393,enthusiast,"hayran,tutkun,istekli kimse"
394,collision,"carpısma,catısma"
395,mind-bending,akılalmaz
396,scurrying,"hızla kacma,acele etme"
397,caterpillar,tırtıl
398,composed,"oluşan,düzenlenmiş"
399,leaf,"yaprak,sayfa"
400,refactoring,içeriğinde herhangi bir değişiklik yapmadan bir programın iç yapısını yeniden düzenleyerek iyileştirme
401,straightforward,"acık,basit,anlasılır,kolay"
402,blueprint,"proje,plan,şablon"
403,knead,yoğurmak
404,proficient,"usta,yeterli,becerikli,uzman"
405,commit,"işlemek,yapmak"
406,commercial,"ticari,reklam"
407,config,yapılandırma
408,untrack,"takip etmeyi bırakma,izlemeyi bırakma"
409,comprehensive,kapsamlı
410,snapshot,"anlık,şipsak fotograf,genel görüntü"
411,restore,"onarım,geri getirmek,yeniden kurmak"
412,recover,"kurtarmak,iyilestirmek,telafi etmek"
413,rebase,yeniden temel olusturmak
414,conflict,"anlasmazlık,cekişme,catısma"
415,resolve,"kararlılık,azim"
416,chart,"çizelge,şema"
417,Prerequisites,ön kosullar
418,branch,"şube,dal,branş"
419,fatal,"ölümcül,kritik"
420,vulnerability,"kırılganlık,zaafiyet,savunmasızlık"
421,insight,"anlayıs,kavrayıs,sezgi"
422,configure,yapılandırmak
423,release,"tahliye,serbest bırakma,piyasaya sürme"
424,facilitating,"kolaylastırıcı,kolaylastıran"
425,Lightweight,"hafif,yeteneksiz önemsiz kimse"
426,inner,"iç,içsel,manevi"
427,bratty,yaramaz
428,comparison,karsılastırma
429,server,sunucu
430,serve,"hizmet etmek,sunmak,servis"
431,batch,"toplu iş,yığın"
432,transmitter,"aktarıcı,verici,iletici"
433,switch,"anahtar,şalter,değiştirmek,düğme"
434,mesh,"örgü,ag,karmasa"
435,partitioning,"bölme,bölümlere ayırma"
436,allocation,"tahsis,tahsisat"
437,Legacy,miras
438,Compatibility,"uygunluk,uyum"
439,cluster,"küme,grup"
440,wildcard,"özel sembol,joker"
441,directory,"rehber,dizin"
442,troubleshooting,"çözüm bulma,sorunları çözme"
443,administrative,"idari,yönetimle ilgili"
444,gateway,"kapı,geçit"
445,foreground,"ön plan,ön taraf"
446,dictate,"dikte etmek,emir vermek"
447,interoperability,birlikte calısılabilirlik
448,Component,"unsur,bileşen"
449,ınterconnection,ara bağlantı
450,session,"oturum,seans,toplantı"
451,scalable,ölçeklenebilir
452,manner,"tutum,biçim,tavır"
453,layout,"düzen,plan"
454,subconscious,bilinçaltı
455,deploy,"uyuglamak,görevlendirmek"
456,miscellaneous,"çeşitli,farklı türlerde"
457,Interoperability,birlikte çalışılabilirlik
458,Unified,"birleştirilmiş,birleşmiş"
459,privilege,"ayrıcalık,dokunulmazlık"
460,transparent,"saydam,şeffaf"
461,Portable,"portatif,taşınabilir"
462,Lossless,dijital dosyaları veri kaybı olmaksızın sıkıştırma formatına ait veya ilişkin
463,Compression,"özetleme,kısaltma"
464,depth,"derinlik,enginlik"
465,overlay,kaplamak
466,constraints,kısıtlar
467,entity,"varlık,oluşum,kurulus"
468,inconvenience,"sıkıntı,aksaklık"
469,transaction,"işlem,ticari faaliyet"
470,durability,Dayanıklılık
471,domain,alan
472,inconsistence,"tutarsızlık,uyumsuzluk"
473,simultaneous,eş zamanlı
474,alter,değiştirmek
475,flagship,"amiral gemisi,en iyisi"
476,infrastructure,altyapı
477,straightforward,"açık,basit,kolay,anlaşılır"
478,displacement,yer değiştirme
479,recall,"hatırlatmak,anımsatmak"
480,mass,kütle
481,impulse,dürtü
482,Collisions,çarpışma
483,elastic,esnek
484,conserve,"korumak,muhafaza etmek"
485,Comprehensive,kapsamlı
486,magnitude,"büyüklük,boyut"
487,Conceptual,kavramsal
488,stationary,"sabit,duran"
489,frictionless,sürtünmesiz
490,cart,araba gibi tasıma görevi gören sey
491,equations,denklemler
492,Dimensional,boyutlu
493,dimension,boyut
494,proportional,orantılı
495,equilibrium,denge
496,back-and-forth,bir ileri bir geri
497,Amplitude,genlik
498,oscillation,salınım
499,inverse,"ters,zıt şey"
500,acceleration,ivme
501,Pendulum,sarkaç
502,exert,"uygulamak,cabalamak,kullanmak"
503,spring,"ilkbahar,yay"
504,interplay,karsılıklı etkileşim
505,amplitude,"genlik,genişlik"
506,derive,"almak,elde etmek"
507,cosine,kosinüs
508,angular,"açısal,açılı"
509,digestible,"kolay sindirilebilir,sindirimi kolay"
510,overemphasizing,"üzerinde çok durma,çok önemseme"
511,Diagnose,"tanı koyma,teşhis etme"
512,fluctuating,"dalgalanan,kararsız"
513,latency,gecikme
514,Relocate,"yerini değiştirmek,konumunu değiştirmek"
515,interference,"karısma,müdahale"
516,Bandwidth,bant genişliği
517,Reconfigure,yeniden yapılandırmak
518,Firmware,aygıt yazılımı
519,persists,"ısrar etmek,devam etmek,sürdürmek"
520,simultaneously,eş zamanlı olarak
521,essence,"öz,temel,asıl"
522,Benevolent,"iyi niyetli,yardımsever"
523,Eloquent,"etkili konusan,duruslu"
524,persuasive,"ikna edici,inandırıcı"
525,Meticulous,"titiz,özenli"
526,Resilient,"direncli,dayanıklı"
527,Plausible,"mantıklı,olası"
528,Candid,"açık sözlü,samimi"
529,Inevitable,kacınılmaz
530,Superficial,yüzeysel
531,Innovative,yenilikçi
532,caterpillar,tırtıl
533,Metamorphosis,"değişim,başka şekle girme"
534,unware,"habersiz,farkında değil,farkında olmayan"
535,Oblivious,"farkında olmayan,dalgın"
536,Ubiquitous,"her yerde bulunan,yaygın"
537,cumbersome,"ağır,hantal"
538,Content,"memnun,hoşnut,içerik"
539,habit,"huy,alışkanlık"
540,abundant,"bol,cok"
541,Comprehend,"anlamak,kavramak"
542,Imminent,"yakın,gelmekte olan"
543,Significant,"önemli,manidar"
544,subsequent,"sonraki,takip eden"
545,Vibrant,"canlı,renkli"
546,postone,ertelemek
547,clarification,"acıklıga kavusturmak,aydınlatma"
548,vacancy,"boş yer,boşluk"
549,synopsis,özet
550,hook,"kanca,çengel,askı"
551,insertion,"ekleme,yerleştirme"
552,deletion,"silme,çıkarma"
553,feat,"başarı,ustalık"
554,conflict,"anlaşmazlık,çelişki"
555,workflow,iş akışı
556,stash,"saklamak,depolamak"
557,substitutions,
558,enhance,"arttırmak,geliştirmek,iyileştirmek"
559,proficiency,"yeterlilik,yetkinlik"
560,venomous,zehirli
561,hub,merkez
562,vulnerability,"kırılganlık,zaafiyet"
563,infrastructure,altyapı
564,nonlinear,dogrusal olmayan
565,algebra,cebir
566,hesitate,"duraksamak,tereddüt etmek"
567,curve,"eğri,kıvrım"
568,accumulation,"birikim,birikinti"
569,bound,sınır
570,slide,slayt
571,summation,toplama
572,congestion,"sıkşıklık,tıkanıklık"
573,Collisions,çarpışma
574,intercept,"yakalamak,engellemek,durdurmak"
575,Scalability,ölçeklenilirlik
576,node,düğüm
577,backbone,"belkemiği,omurga"
578,landline,sabit hat
579,tap,musluk
580,bulk,"büyük kısım,cogunluk,cüsse,büyüklük"
581,vast,"uçsuz bucaksız,çok,engin"
582,degradation,bozulma
583,robust,"güçlü,sağlam,etkili"
584,primarily,"öncelikle,esasen"
585,raw,"çiğ,ham,soğuk,deneyimsiz"
586,expansion,genişletme
587,leaf,"yaprak,sayfa"
588,contiguous,bitişik
589,Aggregate,"küçültmek,azaltmak"
590,vital,"yaşamsal,çok önemli"
591,Discrete,"ayrı,ayrık"
592,equip,donatmak
593,groundwork,"zemin,temel"
594,interpret,"yorumlamak,tercumanlık yapmak"
